Linux x86_64,Linux x86_64,2,Not Available,AMD,Radeon HD 3200 Graphics,1366x768,Firefox/108.0,45.251.5.94,Asia,Indonesia,Jawa Barat,Bogor,NETHOME BROADBAND CLUSTER PRODUCT,PT Remala Abadi,-5.9778 deg,106.7067 deg,20000 m,Not Available,Not Available,Not Available
Linux x86_64,Linux x86_64,2,Not Available,AMD,Radeon HD 3200 Graphics,1366x768,Firefox/108.0,45.251.5.83,Asia,Indonesia,Jawa Barat,Bogor,NETHOME BROADBAND CLUSTER PRODUCT,PT Remala Abadi,-5.9778 deg,106.7067 deg,20000 m,Not Available,Not Available,Not Available
